geneName,log2FoldChange
rplV,0.289157088
ysoA,0.289166441
yflS,0.291618595
gltC,0.294076781
yfkK,0.29412952
frlD,0.294185894
katX,0.29495745
rplU,0.296029011
pksR,0.296627602
rghRB,0.29787224
yobR,0.298908286
yuaC,0.300764963
yncM,0.302811357
ipi,0.302920387
czcD,0.303520866
xseA,0.303832269
mecA,0.304533161
lytE,0.304542415
lcfA,0.304812706
thiX,0.308465507
srfAB,0.30886528
ybfH,0.309174711
yokL,0.309798323
ylbC,0.310098737
ybbC,0.310506638
yqeB,0.311511499
hutH,0.311817457
yueI,0.313538552
grpE,0.31419535
ydhE,0.315077559
yjlC,0.315237952
yugK,0.315614426
cmk,0.315999128
bsuRA,0.318542442
yvbW,0.319476585
yorQ,0.320651159
yqfL,0.320996189
pstC,0.324241508
rpsO,0.324668651
ywrD,0.325079343
yjoA,0.326149916
yozB,0.32655265
ydcK,0.327504207
yqgW,0.329881169
rplP,0.330272191
uppS,0.332119618
ykvR,0.332315585
scuA,0.333407589
ypzJ,0.3350828
yvaP,0.335929229
ydeM,0.336860952
yutD,0.337755845
yddN,0.338179901
rpmD,0.340992829
cysC,0.341288791
BS3610_RS23515,0.341685936
yvzA,0.342339563
yuxO,0.343046918
yonB,0.343321517
estB,0.343941249
ykuK,0.344585104
yonC,0.345259098
ybdM,0.346296785
rplX,0.346775323
dxr,0.347397664
recU,0.347853488
adk,0.348063608
capA,0.348594282
patB,0.349845832
tpx,0.351324569
rpmI,0.354729847
ydjH,0.354775434
fapR,0.355655443
salA,0.35600284
yxxB,0.356694057
pel,0.356915337
yopG,0.358615397
yitV,0.358966305
rocC,0.359250353
rplK,0.359364444
hutG,0.359747899
yodD,0.360072568
rplE,0.360996764
putP,0.361205589
opuAA,0.362886903
yxdM,0.362970062
nasC,0.363193927
yerI,0.366196834
rpmB,0.36668166
prmA,0.367260072
rplW,0.367450634
yxlE,0.368731173
infA,0.369376349
srfAD,0.369699269
yxeJ,0.373183735
nifS,0.373293029
yrdC,0.373685087
ykuH,0.374475151
zur,0.374646342
cccA,0.374744532
albB,0.375652334
nasE,0.375994232
yqfU,0.376312641
yokG,0.376821763
ykyB,0.377429323
dapA,0.377641282
yxiB,0.378717836
yddJ,0.378785294
yorP,0.37940583
ywnG,0.379516484
panD,0.380113273
abrB,0.380926191
yneK,0.381369519
ykoG,0.382257001
yviA,0.382892005
ytwF,0.383865189
yfiU,0.384125192
nap,0.38554659
putR,0.38571085
yoaD,0.387111891
murG,0.387396478
yomJ,0.38871911
opuBD,0.389324876
yrzF,0.389753148
narH,0.390178247
hutM,0.39071346
rnpZA,0.390793541
lrpA,0.391208125
yphE,0.392388218
yvdS,0.393040901
yqeD,0.395700369
yhcF,0.396579838
ylbF,0.39929906
rpmGB,0.399448461
gabR,0.399986568
ykuT,0.40000211
pstS,0.400863495
yyaO,0.40126073
yqjA,0.401894252
rpsU,0.402379333
BS3610_RS24640,0.402410883
albA,0.403860895
disA,0.404872441
yfmE,0.406110532
yokF,0.407143387
yeeB,0.408096892
yyzH,0.409667985
pucA,0.409761502
pucJ,0.410708752
ykoX,0.410877595
comA,0.411279297
BS3610_RS03225,0.412211318
ctaA,0.412736527
yfmD,0.416223455
yrzT,0.41682458
yodC,0.416849419
ytlP,0.417587673
BS3610_RS24550,0.418768078
leuA,0.419647031
ynzJ,0.419848719
cwlP,0.419858752
sapB,0.422071611
ytzG,0.425014474
yqeZ,0.425837658
yeeG,0.426204754
ylaA,0.42719933
nfsB,0.427321805
deoD,0.428738836
yvaV,0.429324156
codV,0.430007236
truB,0.430221311
yonD,0.430686052
bst,0.432048378
yktB,0.432292233
BS3610_RS24345,0.433075624
yrpD,0.433374588
ysdA,0.433858197
yndJ,0.434743598
yolA,0.435157525
yezE,0.435282761
yomK,0.435456188
yyzF,0.436101994
tatCD,0.436771437
yrbD,0.437760759
tcyN,0.441243966
albE,0.44151889
ydeS,0.443278226
ktrB,0.443515741
spo0M,0.444364142
yorT,0.44581076
yxaD,0.446893406
yndG,0.447102434
ysdB,0.449386156
yycC,0.449513475
rpsF,0.449880536
yfnA,0.449966938
fruR,0.451406211
kinC,0.452050577
yorH,0.452986943
BS3610_RS10165,0.45333448
dnaN,0.453786779
ynaC,0.454770171
infC,0.455713053
trpF,0.456692184
ydzA,0.457175697
purF,0.457429908
ypzK,0.458597218
yizA,0.459038625
ylbK,0.459342406
ybfP,0.459999736
yomU,0.460078657
ybdG,0.46033181
suhB,0.461026244
ycxB,0.461055377
yqbP,0.461620943
ykoJ,0.462348686
ydfK,0.462443082
yhjH,0.463441865
pelB,0.464546326
yoyK,0.464646871
fabHB,0.466551902
rpsS,0.469237425
yonK,0.469905224
yrzO,0.471892953
rpmC,0.472687793
dppB,0.475848099
ygaE,0.477122727
ykfC,0.481886173
yqjY,0.483601635
ykuU,0.483637993
yfmQ,0.485415851
yokJ,0.48562689
citZ,0.485971038
ytzD,0.486253262
yfiL,0.4872602
yyzM,0.488159821
kduI,0.488871877
gcvH,0.48897226
yosJ,0.490239915
nusB,0.490702414
ytbD,0.491557909
yczC,0.492588725
mifM,0.493077776
thiD,0.493583519
yoqA,0.493936449
ydeP,0.495099454
ywoB,0.495860326
ccdA,0.495865009
yloU,0.495920712
yeeA,0.497932322
yocC,0.498276372
ylaL,0.499202031
yjcN,0.500712006
yxeG,0.500944065
ydfF,0.502534239
aldX,0.503101098
ybdN,0.503888267
yhgD,0.504115866
ytmB,0.506499549
rplNA,0.509068425
ywmD,0.509866008
ylaD,0.509905264
albF,0.510416565
ymaC,0.511035704
yocA,0.51287572
cysH,0.51318961
yobS,0.513243381
ybfI,0.513333414
yqkE,0.513452564
ykvA,0.513503026
rpsJ,0.513907
yodJ,0.514548174
ydaJ,0.515421675
comP,0.515775576
yuzO,0.516629202
besA,0.517748374
nagZ,0.519250744
yitK,0.519869696
atpI,0.519935298
pksH,0.519970989
yabQ,0.520180692
yabE,0.522143537
yhjO,0.524518572
ylaF,0.524996161
sigW,0.525643194
yncE,0.526045681
mdxR,0.527005054
rplJ,0.527892257
ykoA,0.527986003
yjzD,0.527997304
ydhI,0.530824063
secE,0.530931361
rpmEB,0.531113344
yyaJ,0.53206512
metP,0.532509148
yobO,0.53297211
yoeD,0.533252434
trpB,0.534217973
yfjQ,0.534360414
yheB,0.537021763
ybbH,0.53842462
BS3610_RS07180,0.538868149
fer,0.539281079
ywqN,0.539539029
azlB,0.540294388
dhbF,0.541785213
ecfA,0.541865811
albD,0.542308691
ybzH,0.542555235
xpf,0.54266779
yybH,0.543778891
yrrM,0.543843268
BS3610_RS23215,0.546115787
leuD,0.546130923
BS3610_RS22670,0.54634752
pucH,0.547872432
rplT,0.548429209
luxS,0.549822647
yorO,0.54996763
opuBA,0.550904919
tcyP,0.551889148
cwlK,0.553077323
rsbRD,0.553383632
yqjB,0.556093113
era,0.556887004
yneP,0.558210603
rnpA,0.559678032
ykuL,0.559823661
alsT,0.5610047
ntdA,0.561353944
abnB,0.562203431
pksM,0.56286655
purB,0.562982405
yckC,0.562996314
yojJ,0.566827896
youA,0.568219955
yoqO,0.570077793
ilvE,0.570374747
yoaK,0.570856509
yopF,0.572516316
yvfG,0.574098134
yuaE,0.57423282
hpf,0.575324855
rpsB,0.575844499
BS3610_RS24315,0.575891053
ypoP,0.575945767
yxlH,0.576580351
rttL,0.577102329
opuCC,0.577484923
comN,0.578385716
glcP,0.58091536
argJ,0.582306868
uxaB,0.582435421
yolB,0.587523135
lrpB,0.587597622
arxR,0.588338705
yxaI,0.588520947
ywqH,0.588528972
ywzH,0.59498668
albC,0.595957093
yncF,0.595996975
rpsQ,0.597542173
ylxP,0.597666849
hmp,0.597785681
dapG,0.597984431
yxkD,0.599670598
yugM,0.601034061
yqgY,0.601347187
ggaB,0.603047858
yjoB,0.603363001
yqgA,0.60415748
yaaN,0.604652256
yfkN,0.605719826
yodE,0.606011873
yteT,0.606167581
yxdL,0.60620685
purL,0.607078344
aadK,0.608767305
dhbB,0.610214189
artP,0.612940412
rsgI,0.613213148
yddR,0.613535601
kdgR,0.616831815
amiE,0.617564975
yvkN,0.618780779
yqgT,0.62020927
ybcI,0.620464038
oatA,0.620642261
ydbS,0.620791828
hbs,0.621597749
ybzI,0.622359274
yybS,0.622449843
ydzL,0.622761116
mraW,0.624038282
yppC,0.62663312
yozH,0.626895923
BS3610_RS23705,0.627460083
fra,0.62783481
ymzD,0.62794418
yqaO,0.628555086
yorF,0.628695051
ycgF,0.628705441
ygzD,0.628851905
yoaB,0.628943113
purM,0.629096752
yxzF,0.629454193
pth,0.629651933
BS3610_RS23850,0.631233956
yokH,0.631477122
yesL,0.63150233
yddA,0.631768902
clpP,0.633398202
yfmB,0.633685302
BS3610_RS24365,0.634819131
yvdT,0.634824806
yqjV,0.636771451
yitR,0.636908757
cwlS,0.637169098
menD,0.637777342
rpsH,0.640117462
yoqJ,0.64025803
yomS,0.640375121
rpmF,0.640667532
murAA,0.640945704
yukD,0.642198473
ywsA,0.644070187
yhdY,0.644714899
ybfF,0.644978195
ylbA,0.646412996
ydbO,0.646751504
ybxB,0.648414912
yjbC,0.64853559
dhbE,0.649027185
sunA,0.649263211
yomR,0.650192505
ybcH,0.651464533
tcyJ,0.652183158
sacV,0.657015356
ydcI,0.657744598
yopH,0.658584376
dppA,0.659492354
mbl,0.659616736
ywpE,0.659838695
yomX,0.660101658
yknY,0.660984311
rocB,0.661551525
yonR,0.662971568
yoqK,0.663193377
ynzG,0.663719254
ytmA,0.664661461
ybfG,0.665687766
yddS,0.667761487
yomQ,0.669493187
sodA,0.671023751
BS3610_RS23640,0.671310968
ybbF,0.672214885
yfhE,0.674331721
BS3610_RS24015,0.674469534
yorG,0.675888411
yktD,0.676128713
gerBB,0.677700324
yuaI,0.677729683
norM,0.678368339
yngA,0.679977189
yukC,0.682252305
yuxH,0.684272954
yetJ,0.684573336
ywcD,0.686559494
yrpC,0.68756004
ypuI,0.689621284
yraH,0.690319786
miaA,0.692707927
rapI,0.693528545
BS3610_RS23960,0.69363401
alkA,0.695658237
hemZ,0.696074686
ywnA,0.696800432
yteR,0.696969851
xre,0.697006198
yeeD,0.697712119
yobA,0.698335872
yvcA,0.69967135
tnrA,0.70345352
ybfE,0.704898066
pyrR,0.70490123
BS3610_RS24380,0.705341808
BS3610_RS24105,0.705865777
ydaB,0.705924846
glpQA,0.706455453
leuB,0.707815183
ctsR,0.70830472
csn,0.708782907
bsn,0.710654477
ligB,0.712282852
dapX,0.713604022
ynaB,0.714826648
spoVG,0.716360504
ykfB,0.720163961
yvlA,0.720792742
radC,0.723044791
ykcC,0.72332188
ymcA,0.724422021
ywjC,0.724655445
yqhQ,0.725933052
ylbB,0.726116749
divIB,0.726144346
yomN,0.727825341
pyrE,0.727936242
catE,0.729922801
yraN,0.731307053
xkdD,0.732028938
yvdA,0.732154159
BS3610_RS23570,0.733254381
yhzB,0.734646615
yceK,0.736594685
ypdP,0.737957912
polYB,0.73863882
htpX,0.739705356
ykyA,0.73983973
murQ,0.742501065
ykzB,0.74359789
acpA,0.744312555
yopI,0.745294135
trmFO,0.7456613
yopD,0.747469332
mntR,0.748920294
ycgE,0.749173494
yfmI,0.751037971
yitQ,0.751311664
lysP,0.753887171
ylqD,0.754106318
ymzA,0.755066257
bioK,0.756294962
gltR,0.757649745
yknX,0.75819199
yugI,0.762627192
yeeC,0.763124391
yndK,0.763185968
folN,0.763949046
yvqJ,0.764450934
ygzB,0.766126969
pksI,0.766650797
yqaP,0.767561431
phrA,0.768544248
yuxJ,0.768631264
yhgB,0.769493686
cwlA,0.7702989
opuCB,0.771833667
yisU,0.775227681
capE,0.775628373
yoqL,0.777145449
yusS,0.778024476
ypjD,0.778877749
rnc,0.780969927
ybfO,0.781522468
czrA,0.782164468
ydeL,0.783572823
yrkA,0.78531048
ldcA,0.786128176
sdpI,0.786437977
ydjG,0.788016647
ndhF,0.788940389
resA,0.790365313
nprE,0.791469685
ycnE,0.793303458
yqaM,0.794359835
ylaE,0.795160873
BS3610_RS24100,0.797320249
yxlD,0.797588293
ydzU,0.797629804
yoeC,0.797896092
ytkA,0.799093494
BS3610_RS23925,0.801058717
yteJ,0.801598183
cypB,0.801855732
yqaH,0.803796749
copZ,0.804780542
tuaA,0.806737551
groES,0.808974144
yknW,0.811553293
yxlA,0.814323365
yraO,0.814697755
opuCA,0.816018948
purK,0.816502542
yfjM,0.817307184
pbuX,0.819586
ykvN,0.821041986
gpsB,0.821717603
ydhB,0.822080547
ylbN,0.82273492
yorI,0.823096177
yabP,0.825486006
yobH,0.826801099
yrkK,0.828659746
trnE,0.829050346
immR,0.829405003
thiC,0.833529011
yczG,0.833614574
yobN,0.834360354
yopJ,0.836637109
ydjN,0.837138569
ypuD,0.83769416
ytzE,0.838749151
yuiB,0.838817212
ythP,0.838881832
ypeQ,0.839337971
rimP,0.839894495
yhaP,0.840172507
ykuD,0.841684559
ywbE,0.84250196
bioW,0.842551211
BS3610_RS24225,0.84298975
liaI,0.843365252
yomT,0.843758054
glpD,0.845089908
ytzH,0.845193243
yoqC,0.846241035
xtrA,0.846562816
frlM,0.849416606
yuaG,0.850342428
liaH,0.850659962
udk,0.853215172
ansR,0.854493874
bioD,0.856708928
ydjO,0.857424965
yoyA,0.858629121
rplS,0.85876942
yhcB,0.859238781
khtT,0.86306495
yosT,0.863546659
yxaJ,0.864577591
ydzO,0.869811974
trpC,0.870319799
ybcC,0.870555834
hrcA,0.872200857
lspA,0.8803304
pyrF,0.882246322
bpr,0.883917487
lplB,0.885029494
yoqB,0.886375229
argD,0.887566148
spoIISA,0.889426899
yonN,0.889908508
yitY,0.89036977
fabI,0.892722734
comGD,0.89424069
splA,0.894572715
ydfP,0.894883733
yobD,0.895076695
yesF,0.895885501
ydzN,0.896441853
eglS,0.899251163
yrdK,0.899309605
swrAA,0.90025126
yjzE,0.901865375
sigX,0.904323155
yotI,0.910387046
cspB,0.911629772
rplGB,0.912950218
gabT,0.912961177
ywzB,0.913096697
ylxY,0.915483286
yflB,0.916801948
pelC,0.918280741
yhcA,0.919474323
yybJ,0.921493185
tcyK,0.9216243
yqkK,0.922786867
uxaA,0.923877625
yomD,0.930345714
yyaB,0.931957455
xylR,0.935054362
yxkC,0.938946283
nadB,0.941121433
yokC,0.941461001
yvmA,0.941915166
ysxD,0.942114567
yqiI,0.943115622
BS3610_RS24350,0.943344082
rtp,0.943357959
yxeA,0.945031748
ylxM,0.945114913
yozX,0.945440531
yybR,0.945629604
yumB,0.947407804
ytaF,0.947795031
argB,0.949047985
ywkB,0.949532092
yplP,0.950147455
cypX,0.954212345
yogA,0.95760771
rapA,0.959584605
ggt,0.960770484
yezA,0.96196997
ywpG,0.962637437
yrhK,0.965032663
yddM,0.967414106
sigI,0.967689202
yvaB,0.968494047
yorC,0.969196401
yqbK,0.96968278
spoVB,0.970148541
BS3610_RS23300,0.971984173
ybdZ,0.972796164
yonE,0.972826716
ysfB,0.973465213
yybI,0.973885387
BS3610_RS23695,0.97460939
yjcM,0.975123299
BS3610_RS24585,0.975461353
dps,0.976186621
yoaO,0.976762381
xpaC,0.977918003
nprB,0.979623693
nrnA,0.980111168
ypbB,0.982135326
yheE,0.983989111
yjbL,0.985270259
yecA,0.986046565
mlpA,0.990701665
yyzG,0.990967396
yddK,0.991072931
yclH,0.992726902
yvzI,0.997031042
yhaQ,0.998909584
gerAC,1.00035834
purQ,1.002700762
ycsF,1.006455805
yqaS,1.007208115
arfM,1.007858954
yjbQ,1.007932592
nrdIB,1.008701358
ykoQ,1.009273197
yqbB,1.01137584
yvnB,1.011862391
carB,1.014699947
yjzJ,1.016003643
clpE,1.017799234
yrdR,1.019659084
ywzE,1.020452939
fosB,1.023539554
yyaR,1.025841848
yjiA,1.028792636
ytlI,1.030987586
slrA,1.031428181
yopC,1.031500414
yrhH,1.032261295
ytzI,1.034872612
yhzF,1.038571963
yyaM,1.038865832
yosU,1.039350336
yosX,1.04128504
yorS,1.042459061
dtpT,1.042936386
argC,1.043789288
ywmA,1.044807112
gerAB,1.047183206
ywmB,1.047353936
sppA,1.047410775
yjqC,1.049720586
yopA,1.050146862
ytzJ,1.051107558
trpD,1.052374257
ylaI,1.053999579
pucI,1.05401486
yycN,1.055415515
pspA,1.058871474
hemN,1.058998023
yrkD,1.064979026
ycsA,1.067318829
BS3610_RS23175,1.067402328
tdk,1.070591386
yuzN,1.071128282
yonH,1.071919963
yomL,1.079077862
yuiA,1.080701366
BS3610_RS24180,1.08144506
yrhC,1.082205078
yybF,1.085557393
maf,1.090448081
ynzD,1.094845544
veg,1.096297391
ydfJ,1.097649912
ybfJ,1.10342486
rpsNB,1.103908668
bsdB,1.107181068
yonJ,1.108478681
yvzC,1.109349634
yonX,1.110583574
yorR,1.110899528
yotE,1.112160357
BS3610_RS23905,1.113409448
argF,1.113825203
ydcQ,1.113882915
tatAC,1.11424875
ydzM,1.1147697
bslA,1.115527983
sboX,1.116590652
ypiB,1.116944907
ywbB,1.119504457
yoyI,1.12203755
lplC,1.122904666
ydeH,1.123714915
carA,1.12410933
BS3610_RS24240,1.124249254
defB,1.127733123
yraL,1.129370736
yopB,1.131589345
yokA,1.132423135
yqaT,1.133723136
yjdG,1.134675939
exuR,1.136585985
yosW,1.13888812
yqeW,1.14369046
ywoD,1.14475859
sda,1.146202021
yobI,1.148354962
ydjM,1.15166987
lplD,1.152464199
yhjD,1.154231133
ybaJ,1.155034199
yefC,1.1568506
ypjB,1.161094938
cyeA,1.162894242
ycdA,1.163759907
yokD,1.16508983
rtbJ,1.166952578
recO,1.167204054
purC,1.168675022
rppG,1.170843816
yvmC,1.173066324
ytmI,1.173162287
ywhB,1.174700172
ypuA,1.175919903
cspC,1.176275899
purS,1.178578989
sigV,1.179179755
yrkJ,1.180932984
yqdA,1.181080879
purA,1.181581616
refZ,1.184917741
ytvI,1.185124838
yqbG,1.18585597
yqbC,1.186969142
yopQ,1.187149747
ywlB,1.187330547
yoaG,1.192378993
ribH,1.192428331
glpT,1.193136254
BS3610_RS24185,1.198763568
BS3610_RS24675,1.201034338
youB,1.2012314
ymzC,1.202455394
purE,1.20701758
frlB,1.211242538
yceJ,1.212885197
yotH,1.213570328
yozZ,1.214910201
sinR,1.215636895
ytxC,1.215742919
skfE,1.215942781
yybP,1.217627911
BS3610_RS23445,1.219363167
ysmB,1.224309286
yosR,1.227570875
cdd,1.228209328
BS3610_RS23890,1.229965252
arsC,1.230793605
yojW,1.2312082
yndH,1.232506383
yqaC,1.234814321
gerKB,1.234838841
pyrD,1.236746863
ynxB,1.237954653
pbpX,1.23807618
ydjB,1.241610257
yclI,1.242406523
degR,1.244568399
yomV,1.244971355
yeaB,1.247541438
BS3610_RS24540,1.24833769
ydeA,1.250707824
ywoC,1.25213334
coaE,1.254163929
yqzL,1.254836091
bioB,1.255620064
yolD,1.255759069
ydjP,1.2578991
yusG,1.25902954
ykuJ,1.267669784
yheA,1.26922427
yczO,1.270169394
yopE,1.276377248
yqaD,1.278060473
yozJ,1.285076731
comX,1.288048336
ytoI,1.29141345
ypmP,1.293568784
ywmF,1.294236255
yuiF,1.295052493
ykvO,1.29520314
yhaJ,1.303594622
thyA,1.304130395
ybcF,1.309935393
yraK,1.312905374
yvmB,1.315126897
sboA,1.315940537
rpmEA,1.316321514
BS3610_RS10485,1.318250775
rgpA,1.319799839
bdbB,1.328756292
mecB,1.330406719
yrdB,1.331083517
yhfO,1.331842335
sunI,1.33276153
yybN,1.334033818
yvnA,1.335050426
sunS,1.339989583
ynaD,1.342308077
rpmH,1.34660996
ynzI,1.350130623
yqaL,1.350429475
yoqS,1.350738998
ydzP,1.352819263
ydzT,1.356769061
ynaI,1.359649327
ynaF,1.360792089
ynaE,1.361236632
yopT,1.362083086
ydcO,1.363803787
amyX,1.364714989
yqxJ,1.369603705
sodC,1.369773977
yabT,1.371776706
mraZ,1.372165953
ywfM,1.37244345
nadC,1.373752389
yhzG,1.37482366
yozY,1.376784645
ypbF,1.376831704
xynA,1.377204734
yopR,1.378351604
yoqU,1.386144879
pyrP,1.391819829
yoaF,1.392373141
ywbG,1.393456288
yfkQ,1.394534611
yhcC,1.394974057
yomZ,1.396601918
sunT,1.39887056
yonO,1.407876579
gerAA,1.4096636
khtS,1.411043221
yrdN,1.411571713
glnR,1.412477356
uxuB,1.412500497
fbpB,1.413657724
bscR,1.417107058
yvaM,1.419728229
yqbT,1.420252433
yqeC,1.420627829
phoD,1.421611102
sigF,1.422216961
yozV,1.42346134
yycE,1.424068346
yqxD,1.428040792
yhdX,1.434975351
yozW,1.44116824
yomG,1.444161094
bioI,1.446834255
yczK,1.447164534
BS3610_RS23745,1.447185848
yukE,1.448491162
yusD,1.449153031
yxeC,1.452992662
yqaJ,1.458854482
yozC,1.459081177
pbuG,1.459753614
yobJ,1.46741193
yqxI,1.470514302
yorL,1.470665838
bdbA,1.484459153
ypiF,1.486892865
spoIIAB,1.489375897
exuT,1.491713314
skfF,1.493109851
tatAD,1.499782566
ytmO,1.500283358
yddE,1.500354879
yonF,1.5042608
mccA,1.513983894
yqbA,1.515295851
yqbF,1.51627644
tcyM,1.51631742
yhzD,1.521217177
blyA,1.52121957
yubF,1.524512791
yxzE,1.52476586
yqbE,1.526005791
ylaB,1.530186818
ynaG,1.531954482
ythB,1.533656209
yoaP,1.533812133
ydhF,1.538415614
comQ,1.540435894
asd,1.541467012
sdpR,1.542203359
yybM,1.542236886
yqjC,1.542573155
phy,1.543820007
skfG,1.543887485
yopU,1.549193098
yhfN,1.550452103
yflI,1.551184627
ykvS,1.553929066
yomP,1.555643611
yuzK,1.556393662
yneF,1.558503964
yoaW,1.558725972
ywnJ,1.560586808
yvzJ,1.562815409
spoVS,1.570585713
BS3610_RS24065,1.570747434
yybL,1.571803245
sigY,1.572722229
yrzP,1.577712249
cypD,1.57825529
yoyH,1.582150777
rapK,1.58241714
yjcD,1.583717419
xpt,1.584392264
ypbG,1.584797202
abbA,1.584893137
yoqZ,1.584946192
ywaF,1.587972692
ybeF,1.589772857
ywhH,1.594040829
BS3610_RS23725,1.60013705
slp,1.605134432
ykvT,1.605936918
ykwB,1.607276297
ykzS,1.610122124
yoyJ,1.611874293
yodM,1.614502386
yqiH,1.614516547
ypuF,1.630099828
yosV,1.636968189
ypfA,1.638889764
yorN,1.639648692
ydeB,1.642674481
yqxH,1.646647278
yozS,1.647817671
csbA,1.648177502
yqcA,1.651291951
guaC,1.651975869
mccB,1.657773335
kapB,1.658806632
yqbR,1.658936108
ywlD,1.660488495
yosC,1.663237745
ypuB,1.665434386
yonU,1.665974013
yhbJ,1.674427512
ykoM,1.675515588
yozU,1.678240556
ytlR,1.680055986
yraM,1.680160935
yxbC,1.680306845
yisI,1.687053545
yetF,1.690046794
yhfH,1.693496224
catD,1.696385104
yoqI,1.69647079
ytnJ,1.697203358
yppE,1.698292342
yjdB,1.699700228
BS3610_RS24610,1.702277107
yqhG,1.706777349
slrR,1.707531345
splB,1.716114251
yhcE,1.718804278
yuaF,1.720091662
bhlB,1.721377038
pcfA,1.732219586
ybaN,1.735803068
comC,1.736424455
yopP,1.740941891
arsB,1.743192376
frlN,1.7478152
yopL,1.748628382
yvsG,1.750527138
sigZ,1.757653446
yteP,1.759172538
yocL,1.759860324
frlO,1.760579148
paiB,1.760710623
yefB,1.762386794
mtnN,1.763248756
ysnE,1.766842002
mpr,1.768366853
yqcK,1.772710429
yebC,1.773431413
uxuA,1.774386823
yoqM,1.776716091
yomW,1.782108967
spoVAF,1.782363768
yddD,1.795130906
BS3610_RS24620,1.79650246
ydfM,1.796826938
yoqF,1.797713845
bioY,1.799304885
yxaM,1.799821743
ydcR,1.800696812
csaA,1.802099402
comGC,1.802835697
yorJ,1.80361888
ykzH,1.804049441
spbC,1.805542692
phrF,1.809650085
spoIIAA,1.809711753
yoqH,1.812812918
glsA,1.816782973
yrrT,1.817621841
yonI,1.819427048
trpE,1.820362014
epsC,1.821777396
phrK,1.823348179
yybK,1.824115239
yotB,1.826441051
rpsT,1.827800554
ykoU,1.829715235
hfq,1.831920773
ctaO,1.83414765
comK,1.837597076
yoqY,1.838311944
yydJ,1.843863247
yocH,1.844462217
fbpA,1.845800729
folEB,1.848997283
yorV,1.849602793
yqaK,1.851816464
ywcA,1.856125642
yobB,1.856191362
yqbJ,1.857070435
phoA,1.858369382
yphB,1.859558817
BS3610_RS24510,1.86298588
epsM,1.866697345
yqzK,1.867629135
yitF,1.869002633
yteS,1.869242629
rsiV,1.871903204
ymzB,1.872769766
epsG,1.875159552
yngL,1.875698363
yorD,1.8761978
racA,1.877458933
ggaA,1.877626413
rbfK,1.882601735
yopV,1.884656486
epsF,1.884949566
mtbP,1.897006291
yebD,1.903370426
yqbN,1.905284647
yoqT,1.906004548
yxbB,1.906685727
yxbD,1.908019935
ygaN,1.911407035
phrI,1.913572823
yosB,1.917630197
spoIIM,1.922601605
yjdJ,1.923132001
rpmGA,1.926161383
gerD,1.926829159
BS3610_RS12510,1.927778945
yqzM,1.934678939
ykzT,1.938256784
yhaX,1.942159707
yhdC,1.943532429
yutC,1.945728727
pyrK,1.950433499
yabS,1.953042682
hisI,1.956355184
BS3610_RS23780,1.960586978
pyrAB,1.963382944
yitG,1.967202487
ytvB,1.969663547
yqbH,1.975440846
ytpI,1.976586104
yoaR,1.977015273
yrhP,1.977179239
yjbE,1.978085485
yjzH,1.980178825
yrpG,1.980811421
yqzH,1.981087123
BS3610_RS24450,1.982025392
yueG,1.98481387
yvaC,1.987857574
epsE,1.988325176
gerKC,1.989003264
pyrAA,1.989052323
yufS,1.99115541
epsK,1.992253731
yoaU,1.992316193
epsN,1.994626419
yorW,1.995028476
yotG,2.002201931
cgeE,2.002590627
kbaA,2.003795545
yetM,2.008488987
yydI,2.00890046
BS3610_RS23190,2.010477065
yuzA,2.015448487
paiA,2.018067863
ykpC,2.020260215
yopW,2.021131878
bltR,2.02404003
ygaB,2.024895835
epsD,2.026443435
skfC,2.027057717
comGA,2.032486768
estA,2.034095594
txpA,2.034669244
yfzA,2.035565811
bsrG,2.035995174
yolC,2.037617705
yyaN,2.042825449
yesJ,2.042840461
yqbD,2.043791982
hisA,2.046802799
yetA,2.051010076
BS3610_RS23760,2.058229818
yrdF,2.065745521
ylzH,2.068371711
cspD,2.070219646
ypzH,2.070465956
yozO,2.074146668
zinT,2.077599872
BS3610_RS23625,2.078313587
thiT,2.078719738
ycgL,2.086335143
yosI,2.086366643
ykoV,2.088575329
yoqX,2.091393119
yorM,2.094146772
yitP,2.095443989
ywrE,2.097275747
comGG,2.104211012
yotK,2.105001087
yeaA,2.105586923
yomE,2.109328431
yuzI,2.10983521
yfhS,2.117018587
rapE,2.11712764
sigE,2.118155559
yndE,2.118409119
comGB,2.12082465
epsO,2.128085461
spoIIE,2.129880542
yqcB,2.131533033
epsI,2.13195453
ydcS,2.132756032
yonV,2.134192877
BS3610_RS23565,2.140361219
BS3610_RS24295,2.140525966
yueE,2.140537201
sspH,2.141660662
phrE,2.145476981
mciZ,2.14761351
asnH,2.148360521
yjcR,2.152085914
pyrC,2.155439697
epsL,2.157982964
yisN,2.170284902
yyzB,2.185649229
yydH,2.185716267
bpsA,2.187685606
yopK,2.187712329
skfH,2.199794305
yyaT,2.205904089
yqaB,2.206398748
spoVT,2.210500313
BS3610_RS23880,2.212781235
ynzE,2.21417558
yqzE,2.230856011
ywqB,2.237414274
yitO,2.24100611
ydfQ,2.243579545
yjmD,2.243911667
bpsB,2.244803788
arsR,2.24789526
fin,2.248617733
yozK,2.251301292
yugF,2.255195875
yqfZ,2.258512142
pbpI,2.258694171
BS3610_RS24095,2.261719567
yuiC,2.262332082
ywkF,2.268056907
ymfD,2.26931477
ygzA,2.27282298
skfA,2.276870647
